наименование;описание;цена;ссылка;картинки;размеры;цвета;код цвета;код разновидности
Куртка В-8057;" Эта модель выполнена из мягкофактурных тканей ""стрейч"",  они приятны, эластичны, обеспечивают идеальную посадку по фигуре. Именно эти ткани позволяют модно выглядеть и комфортно себя чувствовать. Одежда из тканей ""стрейч"" прекрасно тянется, что дает полную свободу действий и долго сохраняет прекрасный внешний вид. Трендом этого сезона являются сочные, яркие, жизнеутверждающие цвета и их сочетания.Стильный современный дизайн куртки и четкие линии кроя придают этой модели не только спортивный вид, эту куртку с удовольствием можно применить для городского стиля. Эта куртка превосходного качества для активного образа жизни, позволит с удобством и комфортом заниматься зимними видами спорта и одновременно находиться на пике мировых модных тенденций. Водонепроницаемость: 10000 мм H2O. • Воздухопроницаемость 10000 гр./м2/24 часа. • Покрой: 3-D Air cutting, эргономичный трехмерный покрой, соответствующий всем требованиям к современной спортивной одежде. Вы абсолютно не чувствуете веса куртки при использовании, так как, при производстве одежды Phenix учитывается максимально эффективное распределение нагрузки ткани на тело. • Все молнии ламинированные. • Снегозащитная юбка из эластичной ткани • Два боковых кармана на молниях. • Съемный воротничок в области подбородка. • Вентиляция в области подмышек. • Фронтальная молния двухзамковая. Обеспечивает дополнительное удобство, когда вы сидите в куртке. • Внешние манжеты регулируются липучками Velcro. • Внутренние эластичные манжеты с отверстиями для больших пальцев, что позволяет сохранять комфортное тепло. • Все детали куртки скроены и сварены при помощи лазера (технология Seamless Laser Cutting) , что делает изделие полностью герметичным, легким и гарантирует идеальную посадку по фигуре."; 5 400.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2929/?offer-id=2928; null http://snow-headquarter.ru/upload/resize_cache/iblock/f55/323_2000_140cd750bba9870f18aada2478b24840a/img_3188.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/7a9/323_2000_140cd750bba9870f18aada2478b24840a/img_3184.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/9db/323_2000_140cd750bba9870f18aada2478b24840a/img_3185.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/0d6/323_2000_140cd750bba9870f18aada2478b24840a/img_3186.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/418/323_2000_140cd750bba9870f18aada2478b24840a/img_3187.jpg; S M L XL XXL; Цвет: Фуксия, Жёлтый, Тёмно-голубой, Коралловый, Светло-голубой;2396;2924
Куртка V-082; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры:3XL.4XL.5XL.6XL.7XL. Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Основа: Хлопок с мембраной 10 000 Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 9 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2923/?offer-id=2922; null http://snow-headquarter.ru/upload/resize_cache/iblock/921/323_2000_140cd750bba9870f18aada2478b24840a/img_1275.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/254/323_2000_140cd750bba9870f18aada2478b24840a/img_1276.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/6b6/323_2000_140cd750bba9870f18aada2478b24840a/img_1277.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/7e9/323_2000_140cd750bba9870f18aada2478b24840a/img_1278.jpg; 3XL 4XL 5XL 6XL 7XL; Цвет: Коралловый, Голубой, Жёлтый, Тёмно-розовый, Светло-зелёный, Красный;2591;2922
Куртка V-082; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры:3XL.4XL.5XL.6XL.7XL. Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Основа: Хлопок с мембраной 10 000 Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 9 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2923/?offer-id=2922; null http://snow-headquarter.ru/upload/resize_cache/iblock/99b/323_2000_140cd750bba9870f18aada2478b24840a/img_1298.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/dc7/323_2000_140cd750bba9870f18aada2478b24840a/img_1299.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/379/323_2000_140cd750bba9870f18aada2478b24840a/img_1300.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/6a6/323_2000_140cd750bba9870f18aada2478b24840a/img_1301.jpg; 3XL 4XL 5XL 6XL 7XL; Цвет: Коралловый, Голубой, Жёлтый, Тёмно-розовый, Светло-зелёный, Красный;2397;2921
Куртка V-082; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры:3XL.4XL.5XL.6XL.7XL. Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Основа: Хлопок с мембраной 10 000 Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 9 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2923/?offer-id=2922; null http://snow-headquarter.ru/upload/resize_cache/iblock/3e3/323_2000_140cd750bba9870f18aada2478b24840a/img_1272.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/668/323_2000_140cd750bba9870f18aada2478b24840a/img_1271.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/c3b/323_2000_140cd750bba9870f18aada2478b24840a/img_1270.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/12d/323_2000_140cd750bba9870f18aada2478b24840a/img_1273.jpg; 3XL 4XL 5XL 6XL 7XL; Цвет: Коралловый, Голубой, Жёлтый, Тёмно-розовый, Светло-зелёный, Красный;2486;2920
Куртка V-082; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры:3XL.4XL.5XL.6XL.7XL. Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Основа: Хлопок с мембраной 10 000 Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 9 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2923/?offer-id=2922; null http://snow-headquarter.ru/upload/resize_cache/iblock/eb5/323_2000_140cd750bba9870f18aada2478b24840a/img_1293.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/b43/323_2000_140cd750bba9870f18aada2478b24840a/img_1294.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/51d/323_2000_140cd750bba9870f18aada2478b24840a/img_1295.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/a84/323_2000_140cd750bba9870f18aada2478b24840a/img_1296.jpg; 3XL 4XL 5XL 6XL 7XL; Цвет: Коралловый, Голубой, Жёлтый, Тёмно-розовый, Светло-зелёный, Красный;2573;2919
Куртка V-082; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры:3XL.4XL.5XL.6XL.7XL. Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Основа: Хлопок с мембраной 10 000 Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 9 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2923/?offer-id=2922; null http://snow-headquarter.ru/upload/resize_cache/iblock/e11/323_2000_140cd750bba9870f18aada2478b24840a/img_1281.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/416/323_2000_140cd750bba9870f18aada2478b24840a/img_1280.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/ecf/323_2000_140cd750bba9870f18aada2478b24840a/img_1282.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/6a9/323_2000_140cd750bba9870f18aada2478b24840a/img_1283.jpg; 3XL 4XL 5XL 6XL 7XL; Цвет: Коралловый, Голубой, Жёлтый, Тёмно-розовый, Светло-зелёный, Красный;2479;2918
Куртка V-082; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры:3XL.4XL.5XL.6XL.7XL. Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Основа: Хлопок с мембраной 10 000 Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 9 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2923/?offer-id=2922; null http://snow-headquarter.ru/upload/resize_cache/iblock/f0a/323_2000_140cd750bba9870f18aada2478b24840a/img_1288.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/3c1/323_2000_140cd750bba9870f18aada2478b24840a/img_1289.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/9e0/323_2000_140cd750bba9870f18aada2478b24840a/img_1290.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/322/323_2000_140cd750bba9870f18aada2478b24840a/img_1291.jpg; 3XL 4XL 5XL 6XL 7XL; Цвет: Коралловый, Голубой, Жёлтый, Тёмно-розовый, Светло-зелёный, Красный;2384;2917
Куртка V-037; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры: XL-48/50, XXL-50/52, 3ХL-52/54, 4XL-54/56, 5XL-56/58 Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Основа: Хлопок с мембраной 10 000 Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 9 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2916/?offer-id=2915; null http://snow-headquarter.ru/upload/resize_cache/iblock/673/323_2000_140cd750bba9870f18aada2478b24840a/img_1172.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/6e5/323_2000_140cd750bba9870f18aada2478b24840a/img_1171.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/016/323_2000_140cd750bba9870f18aada2478b24840a/img_1169.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/8a1/323_2000_140cd750bba9870f18aada2478b24840a/img_1173.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/95b/323_2000_140cd750bba9870f18aada2478b24840a/img_1174.jpg; XL XXL 3XL 4XL 5XL; Цвет: Жёлтый, Голубой, Красный, Серый;2486;2915
Куртка V-037; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры: XL-48/50, XXL-50/52, 3ХL-52/54, 4XL-54/56, 5XL-56/58 Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Основа: Хлопок с мембраной 10 000 Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 9 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2916/?offer-id=2915; null http://snow-headquarter.ru/upload/resize_cache/iblock/768/323_2000_140cd750bba9870f18aada2478b24840a/img_1190.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/e77/323_2000_140cd750bba9870f18aada2478b24840a/img_1189.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/50b/323_2000_140cd750bba9870f18aada2478b24840a/img_1188.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/978/323_2000_140cd750bba9870f18aada2478b24840a/img_1191.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/f9c/323_2000_140cd750bba9870f18aada2478b24840a/img_1192.jpg; XL XXL 3XL 4XL 5XL; Цвет: Жёлтый, Голубой, Красный, Серый;2397;2914
Куртка V-037; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры: XL-48/50, XXL-50/52, 3ХL-52/54, 4XL-54/56, 5XL-56/58 Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Основа: Хлопок с мембраной 10 000 Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 9 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2916/?offer-id=2915; null http://snow-headquarter.ru/upload/resize_cache/iblock/43f/323_2000_140cd750bba9870f18aada2478b24840a/img_1182.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/d13/323_2000_140cd750bba9870f18aada2478b24840a/img_1183.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/9d8/323_2000_140cd750bba9870f18aada2478b24840a/img_1184.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/ba1/323_2000_140cd750bba9870f18aada2478b24840a/img_1185.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/a82/323_2000_140cd750bba9870f18aada2478b24840a/img_1186.jpg; XL XXL 3XL 4XL 5XL; Цвет: Жёлтый, Голубой, Красный, Серый;2384;2913
Куртка V-037; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры: XL-48/50, XXL-50/52, 3ХL-52/54, 4XL-54/56, 5XL-56/58 Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Основа: Хлопок с мембраной 10 000 Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 9 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2916/?offer-id=2915; null http://snow-headquarter.ru/upload/resize_cache/iblock/97f/323_2000_140cd750bba9870f18aada2478b24840a/img_1176.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/af0/323_2000_140cd750bba9870f18aada2478b24840a/img_1177.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/8f6/323_2000_140cd750bba9870f18aada2478b24840a/img_1178.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/1a8/323_2000_140cd750bba9870f18aada2478b24840a/img_1179.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/b63/323_2000_140cd750bba9870f18aada2478b24840a/img_1180.jpg; XL XXL 3XL 4XL 5XL; Цвет: Жёлтый, Голубой, Красный, Серый;2383;2912
Куртка V-002; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры: XL-48/50, XXL-50/52, 3ХL-52/54, 4XL-54/56, 5XL-56/58 Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Основа: Хлопок с мембраной 10 000 Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 9 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2911/?offer-id=2910; null http://snow-headquarter.ru/upload/resize_cache/iblock/7e2/323_2000_140cd750bba9870f18aada2478b24840a/img_1222.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/50e/323_2000_140cd750bba9870f18aada2478b24840a/img_1221.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/95a/323_2000_140cd750bba9870f18aada2478b24840a/img_1220.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/39b/323_2000_140cd750bba9870f18aada2478b24840a/img_1219.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/3bc/323_2000_140cd750bba9870f18aada2478b24840a/img_1223.jpg; XL XXL 3XL 4XL 5XL; Цвет: Синий, Коралловый, Голубой, Жёлтый, Сиреневый, Тёмно-розовый;2377;2910
Куртка V-002; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры: XL-48/50, XXL-50/52, 3ХL-52/54, 4XL-54/56, 5XL-56/58 Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Основа: Хлопок с мембраной 10 000 Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 9 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2911/?offer-id=2910; null http://snow-headquarter.ru/upload/resize_cache/iblock/94e/323_2000_140cd750bba9870f18aada2478b24840a/img_1227.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/44e/323_2000_140cd750bba9870f18aada2478b24840a/img_1226.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/661/323_2000_140cd750bba9870f18aada2478b24840a/img_1225.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/93d/323_2000_140cd750bba9870f18aada2478b24840a/img_1228.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/478/323_2000_140cd750bba9870f18aada2478b24840a/img_1230.jpg; XL XXL 3XL 4XL 5XL; Цвет: Синий, Коралловый, Голубой, Жёлтый, Сиреневый, Тёмно-розовый;2591;2909
Куртка V-002; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры: XL-48/50, XXL-50/52, 3ХL-52/54, 4XL-54/56, 5XL-56/58 Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Основа: Хлопок с мембраной 10 000 Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 9 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2911/?offer-id=2910; null http://snow-headquarter.ru/upload/resize_cache/iblock/0ca/323_2000_140cd750bba9870f18aada2478b24840a/img_1214.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/587/323_2000_140cd750bba9870f18aada2478b24840a/img_1215.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/9c6/323_2000_140cd750bba9870f18aada2478b24840a/img_1216.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/c15/323_2000_140cd750bba9870f18aada2478b24840a/img_1217.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/57c/323_2000_140cd750bba9870f18aada2478b24840a/img_1218.jpg; XL XXL 3XL 4XL 5XL; Цвет: Синий, Коралловый, Голубой, Жёлтый, Сиреневый, Тёмно-розовый;2397;2908
Куртка V-002; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры: XL-48/50, XXL-50/52, 3ХL-52/54, 4XL-54/56, 5XL-56/58 Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Основа: Хлопок с мембраной 10 000 Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 9 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2911/?offer-id=2910; null http://snow-headquarter.ru/upload/resize_cache/iblock/9a6/323_2000_140cd750bba9870f18aada2478b24840a/img_1210.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/c8c/323_2000_140cd750bba9870f18aada2478b24840a/img_1209.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/7aa/323_2000_140cd750bba9870f18aada2478b24840a/img_1208.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/a1e/323_2000_140cd750bba9870f18aada2478b24840a/img_1212.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/81b/323_2000_140cd750bba9870f18aada2478b24840a/img_1211.jpg; XL XXL 3XL 4XL 5XL; Цвет: Синий, Коралловый, Голубой, Жёлтый, Сиреневый, Тёмно-розовый;2486;2907
Куртка V-002; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры: XL-48/50, XXL-50/52, 3ХL-52/54, 4XL-54/56, 5XL-56/58 Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Основа: Хлопок с мембраной 10 000 Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 9 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2911/?offer-id=2910; null http://snow-headquarter.ru/upload/resize_cache/iblock/473/323_2000_140cd750bba9870f18aada2478b24840a/img_1203.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/205/323_2000_140cd750bba9870f18aada2478b24840a/img_1204.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/01e/323_2000_140cd750bba9870f18aada2478b24840a/img_1205.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/3fb/323_2000_140cd750bba9870f18aada2478b24840a/img_1206.jpg; XL XXL 3XL 4XL 5XL; Цвет: Синий, Коралловый, Голубой, Жёлтый, Сиреневый, Тёмно-розовый;2555;2906
Куртка V-002; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры: XL-48/50, XXL-50/52, 3ХL-52/54, 4XL-54/56, 5XL-56/58 Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Основа: Хлопок с мембраной 10 000 Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 9 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/2911/?offer-id=2910; null http://snow-headquarter.ru/upload/resize_cache/iblock/bd9/323_2000_140cd750bba9870f18aada2478b24840a/img_1197.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/eb5/323_2000_140cd750bba9870f18aada2478b24840a/img_1198.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/fcc/323_2000_140cd750bba9870f18aada2478b24840a/img_1199.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/0b5/323_2000_140cd750bba9870f18aada2478b24840a/img_1200.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/859/323_2000_140cd750bba9870f18aada2478b24840a/img_1201.jpg; XL XXL 3XL 4XL 5XL; Цвет: Синий, Коралловый, Голубой, Жёлтый, Сиреневый, Тёмно-розовый;2573;2905
Куртка 0153; Пуховик Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры: S-42/44, M-44/46, L-46/48, XL-48/50, XXL-50/52 Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 5 000.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/419/?offer-id=418; null http://snow-headquarter.ru/upload/resize_cache/iblock/8ac/323_2000_140cd750bba9870f18aada2478b24840a/img_0893_2-copy.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/de9/323_2000_140cd750bba9870f18aada2478b24840a/img_0877.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/316/323_2000_140cd750bba9870f18aada2478b24840a/img_0893.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/ec8/323_2000_140cd750bba9870f18aada2478b24840a/img_0894.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/576/323_2000_140cd750bba9870f18aada2478b24840a/img_0896.jpg; S M L XL XXL; Цвет: Черный;2380;418
Куртка B-8009; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры: S-42/44, M-44/46, L-46/48, XL-48/50, XXL-50/52 Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 7 200.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/417/?offer-id=415; null http://snow-headquarter.ru/upload/resize_cache/iblock/ad7/323_2000_140cd750bba9870f18aada2478b24840a/img_0643glav.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/45e/323_2000_140cd750bba9870f18aada2478b24840a/img_0640.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/62b/323_2000_140cd750bba9870f18aada2478b24840a/img_0643.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/258/323_2000_140cd750bba9870f18aada2478b24840a/img_0646.jpg; S M L XL XXL; Цвет: Коралловый, Зелёный, Жёлтый;2591;415
Куртка B-8009; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры: S-42/44, M-44/46, L-46/48, XL-48/50, XXL-50/52 Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 7 200.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/417/?offer-id=415; null http://snow-headquarter.ru/upload/resize_cache/iblock/a41/323_2000_140cd750bba9870f18aada2478b24840a/img_0610_glav.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/335/323_2000_140cd750bba9870f18aada2478b24840a/img_0603.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/513/323_2000_140cd750bba9870f18aada2478b24840a/img_0610.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/b10/323_2000_140cd750bba9870f18aada2478b24840a/img_0614.jpg; S M L XL XXL; Цвет: Коралловый, Зелёный, Жёлтый;2477;416
Куртка B-8009; Водонепроницаемость: 10 000 мм Воздухопроницаемость: 10 000 г/24ч Используется технология Omni-Heat Размеры: S-42/44, M-44/46, L-46/48, XL-48/50, XXL-50/52 Верх: 100% полиэстер с мембранной пропиткой, проклеенные швы Подклад: 100% полиэстер Утеплитель: тинсулейт Водонепроницаемые молнии, внутренние карманы для очков, телефона, снегозащитная юбка, регулируемые манжеты и низ куртки, съемный капюшон.; 7 200.00 руб.; http://snow-headquarter.ru/catalog/women-s-jackets/417/?offer-id=415; null http://snow-headquarter.ru/upload/resize_cache/iblock/00d/323_2000_140cd750bba9870f18aada2478b24840a/img_0653_glav.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/722/323_2000_140cd750bba9870f18aada2478b24840a/img_0653.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/ab0/323_2000_140cd750bba9870f18aada2478b24840a/img_0654.jpg http://snow-headquarter.ru/upload/resize_cache/iblock/5bd/323_2000_140cd750bba9870f18aada2478b24840a/img_0655.jpg; S M L XL XXL; Цвет: Коралловый, Зелёный, Жёлтый;2486;414
